"Name","Agent","Stopped","State","Notes","User","Tags","Created","Runtime","Sweep","layer_0-6","layer_12-18","layer_18-24","layer_6-12","num_train_epochs","params_classifier.dense.bias","params_classifier.dense.weight","params_classifier.out_proj.bias","params_classifier.out_proj.weight","Training loss","accuracy","auprc","auroc","eval_loss","fn","fp","global_step","lr","mcc","tn","tp","train_loss"
"hopeful-sweep-2","dntpoa0c","false","finished","-","sakrah","","2021-02-11T23:53:10.000Z","2237","65gx8ddb","0.000015562915317230336","0.00004616608848932525","0.000032362459396094285","0.000004381481381255537","9","0.0009119277968148495","0.0004725921495700901","0.0006828589636820983","0.00046675165142728793","0.00007626071601407602","0.9675","0.9822735627746038","0.9891107944221814","0.26994731031409175","29","23","7200","0","0.9302208611471272","984","564","0.00007626071601407602"
